,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
122,5726,중형승합,2022-05-07 오전 7:22:00,2022-05-07 오전 7:26:46,2022-05-07 오전 7:48:40,강북구,번제3동,동대문구,장안제1동,2022/05/07 7:22,2022/05/07 7:48,26,7,37.62,127.04,37.56,127.06
123,1372,중형승합,2022-05-07 오전 7:24:40,2022-05-07 오전 7:34:08,2022-05-07 오전 7:48:56,용산구,원효로제1동,서대문구,신촌동,2022/05/07 7:24,2022/05/07 7:48,24,7,37.53,126.96,37.57,126.93
124,804,중형승합,2022-05-07 오전 7:26:00,2022-05-07 오전 7:27:11,2022-05-07 오전 7:37:35,노원구,공릉1.3동,노원구,중계1동,2022/05/07 7:26,2022/05/07 7:37,11,7,37.62,127.07,37.65,127.07
125,1564,중형 승합,2022-05-07 오전 7:28:09,2022-05-07 오전 7:29:58,2022-05-07 오전 7:49:56,구로구,구로제4동,용산구,한강로동,2022/05/07 7:28,2022/05/07 7:49,21,7,37.49,126.89,37.52,126.96
126,6771,중형승합,2022-05-07 오전 7:29:00,2022-05-07 오전 7:42:52,2022-05-07 오전 7:54:37,서대문구,충현동,서대문구,북아현동,2022/05/07 7:29,2022/05/07 7:54,25,7,37.56,126.95,37.56,126.96
127,8167,중형 승합,2022-05-07 오전 7:29:00,2022-05-07 오전 7:29:52,2022-05-07 오전 7:52:28,강서구,등촌제2동,동작구,흑석동,2022/05/07 7:29,2022/05/07 7:52,23,7,37.54,126.86,37.5,126.96
128,1371,중형승합,2022-05-07 오전 7:29:26,2022-05-07 오전 7:32:20,2022-05-07 오전 7:53:12,도봉구,도봉제2동,도봉구,도봉제2동,2022/05/07 7:29,2022/05/07 7:53,24,7,37.68,127.05,37.68,127.04
129,9104,중형 승합,2022-05-07 오전 7:30:00,2022-05-07 오전 7:33:22,2022-05-07 오전 7:39:26,은평구,응암제2동,영등포구,대림제3동,2022/05/07 7:30,2022/05/07 7:39,9,7,37.59,126.92,37.5,126.9
130,3586,중형 승합,2022-05-07 오전 7:30:00,2022-05-07 오전 7:37:12,2022-05-07 오전 7:56:43,서대문구,천연동,서대문구,신촌동,2022/05/07 7:30,2022/05/07 7:56,26,7,37.57,126.96,37.57,126.93
131,7915,중형승합,2022-05-07 오전 7:31:00,2022-05-07 오전 7:32:18,2022-05-07 오전 7:44:00,노원구,상계9동,노원구,상계2동,2022/05/07 7:31,2022/05/07 7:44,13,7,37.66,127.06,37.65,127.06
132,5785,중형승합,2022-05-07 오전 7:33:00,2022-05-07 오전 7:38:31,2022-05-07 오전 7:49:31,동대문구,휘경제1동,동대문구,용두동,2022/05/07 7:33,2022/05/07 7:49,16,7,37.59,127.06,37.57,127.03
133,9156,중형 승합,2022-05-07 오전 7:34:58,2022-05-07 오전 7:38:42,2022-05-07 오전 7:50:22,영등포구,도림동,구로구,구로제5동,2022/05/07 7:34,2022/05/07 7:50,16,7,37.5,126.9,37.5,126.88
134,7658,중형승합,2022-05-07 오전 7:37:00,2022-05-07 오전 7:44:58,2022-05-07 오전 8:06:38,금천구,시흥제2동,강남구,대치4동,2022/05/07 7:37,2022/05/07 8:06,29,7,37.45,126.92,37.5,127.05
135,1557,중형 승합,2022-05-07 오전 7:39:00,2022-05-07 오전 7:42:26,2022-05-07 오전 8:06:36,관악구,행운동,서초구,반포4동,2022/05/07 7:39,2022/05/07 8:06,27,7,37.48,126.95,37.5,127
136,7914,중형승합,2022-05-07 오전 7:40:00,2022-05-07 오전 7:48:36,2022-05-07 오전 8:24:39,서초구,반포4동,동작구,흑석동,2022/05/07 7:40,2022/05/07 8:24,44,7,37.5,127,37.5,126.96
138,1697,중형승합,2022-05-07 오전 7:43:00,2022-05-07 오전 7:50:24,2022-05-07 오전 8:01:54,중랑구,면목제4동,광진구,중곡제2동,2022/05/07 7:43,2022/05/07 8:01,18,7,37.57,127.08,37.56,127.08
139,8262,중형승합,2022-05-07 오전 7:43:35,2022-05-07 오전 7:47:00,2022-05-07 오전 8:07:15,마포구,도화동,동대문구,장안제2동,2022/05/07 7:43,2022/05/07 8:07,24,7,37.55,126.95,37.58,127.07
140,9141,중형 승합,2022-05-07 오전 7:44:44,2022-05-07 오전 7:46:28,2022-05-07 오전 7:52:31,강북구,번제3동,중랑구,망우본동,2022/05/07 7:44,2022/05/07 7:52,8,7,37.62,127.04,37.6,127.1
141,5761,중형승합,2022-05-07 오전 7:45:38,2022-05-07 오전 7:47:33,2022-05-07 오전 7:56:48,동대문구,장안제3동,강남구,수서동,2022/05/07 7:45,2022/05/07 7:56,11,7,37.57,127.06,37.48,127.1
142,3594,중형 승합,2022-05-07 오전 7:46:00,2022-05-07 오전 7:51:43,2022-05-07 오전 8:06:05,동대문구,답십리제4동,동대문구,답십리제3동,2022/05/07 7:46,2022/05/07 8:06,20,7,37.57,127.05,37.56,127.06
143,3644,중형 승합,2022-05-07 오전 7:46:00,2022-05-07 오전 7:54:31,2022-05-07 오전 8:12:26,동작구,신대방제1동,동작구,신대방제2동,2022/05/07 7:46,2022/05/07 8:12,26,7,37.49,126.91,37.49,126.92
144,5758,중형승합,2022-05-07 오전 7:46:35,2022-05-07 오전 7:54:46,2022-05-07 오전 8:06:37,강동구,암사제1동,강남구,수서동,2022/05/07 7:46,2022/05/07 8:06,20,7,37.55,127.13,37.48,127.1
145,5754,중형승합,2022-05-07 오전 7:46:49,2022-05-07 오전 7:48:11,2022-05-07 오전 8:01:56,양천구,신정7동,구로구,구로제2동,2022/05/07 7:46,2022/05/07 8:01,15,7,37.51,126.86,37.5,126.87
146,1566,중형 승합,2022-05-07 오전 7:51:00,2022-05-07 오전 7:52:07,2022-05-07 오전 8:10:26,동대문구,신설동,강서구,가양제2동,2022/05/07 7:51,2022/05/07 8:10,19,7,37.57,127.02,37.56,126.85
147,3610,중형 승합,2022-05-07 오전 7:51:09,2022-05-07 오전 7:52:38,2022-05-07 오전 7:59:44,노원구,월계2동,종로구,청운효자동,2022/05/07 7:51,2022/05/07 7:59,8,7,37.63,127.05,37.58,126.97
148,6756,중형승합,2022-05-07 오전 7:52:00,2022-05-07 오전 7:52:38,2022-05-07 오전 8:14:29,강서구,등촌제3동,관악구,청룡동,2022/05/07 7:52,2022/05/07 8:14,22,7,37.55,126.84,37.48,126.94
149,7917,중형승합,2022-05-07 오전 7:54:00,2022-05-07 오전 8:02:22,2022-05-07 오전 8:07:34,도봉구,도봉제2동,노원구,공릉2동,2022/05/07 7:54,2022/05/07 8:07,13,7,37.68,127.05,37.62,127.08
150,8006,중형 승합,2022-05-07 오전 7:54:00,2022-05-07 오전 8:06:09,2022-05-07 오전 8:12:27,은평구,역촌동,중랑구,면목제3.8동,2022/05/07 7:54,2022/05/07 8:12,18,7,37.6,126.91,37.58,127.1
151,8054,중형 승합,2022-05-07 오전 7:56:00,2022-05-07 오전 8:03:15,2022-05-07 오전 8:12:03,강서구,가양제2동,강서구,등촌제3동,2022/05/07 7:56,2022/05/07 8:12,16,7,37.56,126.85,37.55,126.84
152,6144,중형 승합,2022-05-07 오전 7:56:24,2022-05-07 오전 8:00:51,2022-05-07 오전 8:14:06,영등포구,신길제3동,동작구,대방동,2022/05/07 7:56,2022/05/07 8:14,18,7,37.5,126.9,37.5,126.92
154,3628,중형 승합,2022-05-07 오전 7:58:00,2022-05-07 오전 8:03:03,2022-05-07 오전 8:12:39,금천구,독산제3동,금천구,시흥제1동,2022/05/07 7:58,2022/05/07 8:12,14,7,37.47,126.9,37.45,126.9
155,8295,중형 승합,2022-05-07 오전 7:58:00,2022-05-07 오전 7:58:35,2022-05-07 오전 8:16:50,서초구,서초4동,강남구,역삼1동,2022/05/07 7:58,2022/05/07 8:16,18,7,37.5,127.01,37.5,127.03
156,5586,중형승합,2022-05-07 오전 7:58:00,2022-05-07 오전 7:58:42,2022-05-07 오전 8:19:51,송파구,마천1동,송파구,풍납2동,2022/05/07 7:58,2022/05/07 8:19,21,7,37.49,127.15,37.53,127.11
157,7804,중형승합,2022-05-07 오전 7:58:47,2022-05-07 오전 8:01:58,2022-05-07 오전 8:25:07,동대문구,신설동,노원구,월계1동,2022/05/07 7:58,2022/05/07 8:25,27,7,37.57,127.02,37.62,127.05
158,9156,중형 승합,2022-05-07 오전 7:59:00,2022-05-07 오전 8:02:07,2022-05-07 오전 8:22:20,양천구,신정7동,중랑구,상봉제1동,2022/05/07 7:59,2022/05/07 8:22,23,7,37.51,126.86,37.6,127.09
159,3602,중형 승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:01:01,2022-05-07 오전 8:12:16,강서구,화곡본동,강서구,가양제3동,2022/05/07 8:00,2022/05/07 8:12,12,8,37.54,126.84,37.56,126.86
160,7920,중형승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:04:32,2022-05-07 오전 8:13:23,양천구,신월7동,양천구,신정3동,2022/05/07 8:00,2022/05/07 8:13,13,8,37.52,126.83,37.51,126.84
161,3627,중형승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:03:06,2022-05-07 오전 8:23:55,금천구,시흥제1동,금천구,시흥제1동,2022/05/07 8:00,2022/05/07 8:23,23,8,37.45,126.9,37.45,126.9
162,3570,중형 승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:08:15,2022-05-07 오전 8:19:43,강서구,방화제3동,강서구,등촌제1동,2022/05/07 8:00,2022/05/07 8:19,19,8,37.57,126.81,37.55,126.85
163,9160,중형 승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:01:05,2022-05-07 오전 8:08:54,강서구,등촌제3동,동작구,대방동,2022/05/07 8:00,2022/05/07 8:08,8,8,37.55,126.84,37.5,126.92
164,8141,중형승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:04:56,2022-05-07 오전 8:19:30,용산구,용문동,마포구,서교동,2022/05/07 8:00,2022/05/07 8:19,19,8,37.53,126.95,37.55,126.92
166,8208,중형승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:08:32,2022-05-07 오전 8:31:08,서초구,양재2동,송파구,가락본동,2022/05/07 8:00,2022/05/07 8:31,31,8,37.45,127.05,37.49,127.12
167,3581,중형 승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:09:08,2022-05-07 오전 8:30:50,양천구,신정3동,양천구,신월6동,2022/05/07 8:00,2022/05/07 8:30,30,8,37.51,126.84,37.52,126.84
169,5613,중형승합,2022-05-07 오전 8:00:00,2022-05-07 오전 7:59:27,2022-05-07 오전 8:26:25,종로구,부암동,광진구,중곡제1동,2022/05/07 8:00,2022/05/07 8:26,26,8,37.59,126.96,37.56,127.07
170,3598,중형 승합,2022-05-07 오전 8:00:00,2022-05-07 오전 8:02:30,2022-05-07 오전 8:31:57,금천구,시흥제1동,노원구,월계1동,2022/05/07 8:00,2022/05/07 8:31,31,8,37.45,126.9,37.62,127.05
171,9144,중형 승합,2022-05-07 오전 8:00:01,2022-05-07 오전 8:09:12,2022-05-07 오전 8:20:34,송파구,풍납2동,동대문구,장안제4동,2022/05/07 8:00,2022/05/07 8:20,20,8,37.53,127.11,37.57,127.07
172,3617,중형 승합,2022-05-07 오전 8:00:21,2022-05-07 오전 8:09:46,2022-05-07 오전 8:28:19,노원구,상계1동,성북구,길음제1동,2022/05/07 8:00,2022/05/07 8:28,28,8,37.68,127.05,37.61,127.02
174,5689,중형승용,2022-05-07 오전 8:01:41,2022-05-07 오전 8:05:19,2022-05-07 오전 8:19:58,관악구,청룡동,서초구,서초1동,2022/05/07 8:01,2022/05/07 8:19,18,8,37.48,126.94,37.49,127.02
176,8239,중형승합,2022-05-07 오전 8:05:00,2022-05-07 오전 8:11:08,2022-05-07 오전 8:21:05,중랑구,면목제4동,동대문구,신설동,2022/05/07 8:05,2022/05/07 8:21,16,8,37.57,127.08,37.57,127.02
178,7701,중형 승용,2022-05-07 오전 8:06:00,2022-05-07 오전 8:07:13,2022-05-07 오전 8:38:40,노원구,상계9동,영등포구,문래동,2022/05/07 8:06,2022/05/07 8:38,32,8,37.66,127.06,37.51,126.89
179,5798,중형승합,2022-05-07 오전 8:06:22,2022-05-07 오전 8:10:55,2022-05-07 오전 8:35:53,성동구,성수2가제1동,영등포구,신길제3동,2022/05/07 8:06,2022/05/07 8:35,29,8,37.53,127.05,37.5,126.9
180,4874,중형 승합,2022-05-07 오전 8:07:00,2022-05-07 오전 8:11:38,2022-05-07 오전 8:23:59,구로구,개봉제3동,양천구,신월7동,2022/05/07 8:07,2022/05/07 8:23,16,8,37.48,126.85,37.52,126.83
181,5756,중형승합,2022-05-07 오전 8:08:00,2022-05-07 오전 8:12:46,2022-05-07 오전 8:39:28,강동구,강일동,동대문구,전농제2동,2022/05/07 8:08,2022/05/07 8:39,31,8,37.56,127.17,37.58,127.06
182,5661,중형승합,2022-05-07 오전 8:08:11,2022-05-07 오전 8:17:50,2022-05-07 오전 8:33:36,서대문구,홍제제1동,노원구,상계1동,2022/05/07 8:08,2022/05/07 8:33,25,8,37.58,126.94,37.68,127.05
183,8260,중형승합,2022-05-07 오전 8:09:00,2022-05-07 오전 8:17:30,2022-05-07 오전 8:29:37,강남구,일원1동,강서구,화곡제6동,2022/05/07 8:09,2022/05/07 8:29,20,8,37.49,127.08,37.55,126.85
184,808,중형승합,2022-05-07 오전 8:09:11,2022-05-07 오전 8:12:06,2022-05-07 오전 8:37:21,양천구,신정3동,양천구,목1동,2022/05/07 8:09,2022/05/07 8:37,28,8,37.51,126.84,37.53,126.87
185,7821,중형승합,2022-05-07 오전 8:10:00,2022-05-07 오전 8:11:45,2022-05-07 오전 8:28:46,구로구,고척제2동,용산구,남영동,2022/05/07 8:10,2022/05/07 8:28,18,8,37.5,126.85,37.54,126.97
186,8169,중형 승합,2022-05-07 오전 8:11:00,2022-05-07 오전 8:19:26,2022-05-07 오전 8:54:47,서초구,양재2동,영등포구,여의동,2022/05/07 8:11,2022/05/07 8:54,43,8,37.45,127.05,37.52,126.92
188,6772,중형승합,2022-05-07 오전 8:12:09,2022-05-07 오전 8:17:47,2022-05-07 오전 8:36:03,성북구,성북동,강북구,송중동,2022/05/07 8:12,2022/05/07 8:36,24,8,37.59,127,37.61,127.03
189,3576,중형 승합,2022-05-07 오전 8:14:00,2022-05-07 오전 8:23:12,2022-05-07 오전 8:36:19,강남구,일원본동,강남구,수서동,2022/05/07 8:14,2022/05/07 8:36,22,8,37.48,127.08,37.48,127.1
190,5726,중형승합,2022-05-07 오전 8:14:00,2022-05-07 오전 8:14:41,2022-05-07 오전 8:31:17,동대문구,전농제3동,중랑구,상봉제2동,2022/05/07 8:14,2022/05/07 8:31,17,8,37.58,127.06,37.59,127.08
191,1371,중형승합,2022-05-07 오전 8:15:13,2022-05-07 오전 8:17:12,2022-05-07 오전 8:31:55,도봉구,도봉제1동,노원구,상계1동,2022/05/07 8:15,2022/05/07 8:31,16,8,37.68,127.04,37.68,127.05
192,3657,중형승합,2022-05-07 오전 8:16:00,2022-05-07 오전 8:23:54,2022-05-07 오전 8:37:52,성북구,삼선동,강북구,번제2동,2022/05/07 8:16,2022/05/07 8:37,21,8,37.59,127.01,37.63,127.03
194,1406,중형승합,2022-05-07 오전 8:17:00,2022-05-07 오전 8:25:35,2022-05-07 오전 8:37:04,영등포구,대림제3동,구로구,구로제3동,2022/05/07 8:17,2022/05/07 8:37,20,8,37.5,126.9,37.48,126.89
195,8210,중형승합,2022-05-07 오전 8:18:00,2022-05-07 오전 8:26:18,2022-05-07 오전 8:37:57,강서구,방화제2동,강서구,방화제3동,2022/05/07 8:18,2022/05/07 8:37,19,8,37.56,126.8,37.57,126.81
196,3694,중형 승합,2022-05-07 오전 8:18:48,2022-05-07 오전 8:20:07,2022-05-07 오전 8:32:58,강서구,방화제3동,영등포구,여의동,2022/05/07 8:18,2022/05/07 8:32,14,8,37.57,126.81,37.52,126.92
197,8107,중형승합,2022-05-07 오전 8:19:00,2022-05-07 오전 8:24:07,2022-05-07 오전 8:33:28,노원구,하계1동,노원구,상계6.7동,2022/05/07 8:19,2022/05/07 8:33,14,8,37.64,127.07,37.65,127.06
198,8227,중형 승합,2022-05-07 오전 8:19:00,2022-05-07 오전 8:26:25,2022-05-07 오전 8:43:28,노원구,하계1동,동대문구,답십리제3동,2022/05/07 8:19,2022/05/07 8:43,24,8,37.64,127.07,37.56,127.06
200,1372,중형승합,2022-05-07 오전 8:20:34,2022-05-07 오전 8:22:03,2022-05-07 오전 8:45:10,용산구,청파동,용산구,한강로동,2022/05/07 8:20,2022/05/07 8:45,25,8,37.54,126.96,37.52,126.96
203,1506,중형 승합,2022-05-07 오전 8:22:01,2022-05-07 오전 8:30:58,2022-05-07 오전 8:44:52,은평구,갈현제1동,서대문구,신촌동,2022/05/07 8:22,2022/05/07 8:44,22,8,37.62,126.91,37.57,126.93
204,5785,중형승합,2022-05-07 오전 8:22:38,2022-05-07 오전 8:25:19,2022-05-07 오전 8:33:23,중랑구,면목제2동,중랑구,묵제1동,2022/05/07 8:22,2022/05/07 8:33,11,8,37.59,127.07,37.61,127.08
205,3585,중형 승합,2022-05-07 오전 8:23:33,2022-05-07 오전 8:29:35,2022-05-07 오전 8:37:06,금천구,시흥제5동,금천구,독산제1동,2022/05/07 8:23,2022/05/07 8:37,14,8,37.45,126.9,37.46,126.89
206,7920,중형승합,2022-05-07 오전 8:24:00,2022-05-07 오전 8:27:29,2022-05-07 오전 8:41:15,구로구,수궁동,금천구,가산동,2022/05/07 8:24,2022/05/07 8:41,17,8,37.49,126.83,37.47,126.89
207,8176,중형 승합,2022-05-07 오전 8:24:11,2022-05-07 오전 8:33:31,2022-05-07 오전 8:40:52,도봉구,쌍문제4동,종로구,평창동,2022/05/07 8:24,2022/05/07 8:40,16,8,37.65,127.03,37.6,126.96
209,1528,중형 승합,2022-05-07 오전 8:24:56,2022-05-07 오전 8:33:23,2022-05-07 오전 8:58:12,양천구,신정3동,강서구,가양제3동,2022/05/07 8:24,2022/05/07 8:58,34,8,37.51,126.84,37.56,126.86
210,4174,중형승합,2022-05-07 오전 8:25:28,2022-05-07 오전 8:26:58,2022-05-07 오전 8:28:16,노원구,상계6.7동,노원구,월계1동,2022/05/07 8:25,2022/05/07 8:28,3,8,37.65,127.06,37.62,127.05
211,8171,중형 승합,2022-05-07 오전 8:26:01,2022-05-07 오전 8:29:28,2022-05-07 오전 8:41:40,종로구,종로1.2.3.4가동,성동구,금호1가동,2022/05/07 8:26,2022/05/07 8:41,15,8,37.57,127,37.55,127.02
213,3594,중형 승합,2022-05-07 오전 8:28:26,2022-05-07 오전 8:34:50,2022-05-07 오전 8:48:42,동대문구,장안제1동,광진구,군자동,2022/05/07 8:28,2022/05/07 8:48,20,8,37.57,127.07,37.55,127.07
214,7933,중형승합,2022-05-07 오전 8:28:31,2022-05-07 오전 8:37:25,2022-05-07 오전 9:04:50,강동구,길동,강동구,천호제3동,2022/05/07 8:28,2022/05/07 9:04,36,8,37.53,127.14,37.54,127.13
215,3628,중형 승합,2022-05-07 오전 8:28:34,2022-05-07 오전 8:33:10,2022-05-07 오전 8:44:25,구로구,가리봉동,서초구,내곡동,2022/05/07 8:28,2022/05/07 8:44,16,8,37.48,126.89,37.46,127.08
216,8004,중형 승합,2022-05-07 오전 8:28:45,2022-05-07 오전 8:33:49,2022-05-07 오전 8:49:46,은평구,역촌동,도봉구,도봉제2동,2022/05/07 8:28,2022/05/07 8:49,21,8,37.6,126.91,37.68,127.04
217,4844,중형 승합,2022-05-07 오전 8:30:00,2022-05-07 오전 8:36:04,2022-05-07 오전 8:46:52,관악구,인헌동,동작구,상도제2동,2022/05/07 8:30,2022/05/07 8:46,16,8,37.47,126.96,37.5,126.94
218,7638,중형승합,2022-05-07 오전 8:30:00,2022-05-07 오전 8:36:15,2022-05-07 오전 9:00:38,강남구,도곡2동,서초구,서초2동,2022/05/07 8:30,2022/05/07 9:00,30,8,37.48,127.05,37.49,127.02
219,7884,중형승합,2022-05-07 오전 8:32:00,2022-05-07 오전 8:40:54,2022-05-07 오전 8:56:37,노원구,상계1동,노원구,상계6.7동,2022/05/07 8:32,2022/05/07 8:56,24,8,37.68,127.05,37.65,127.06
220,8263,중형승합,2022-05-07 오전 8:32:00,2022-05-07 오전 8:40:30,2022-05-07 오전 8:49:10,동대문구,장안제1동,마포구,성산제2동,2022/05/07 8:32,2022/05/07 8:49,17,8,37.57,127.07,37.56,126.9
221,824,중형승합,2022-05-07 오전 8:32:29,2022-05-07 오전 8:38:23,2022-05-07 오전 8:56:05,중랑구,망우본동,동대문구,회기동,2022/05/07 8:32,2022/05/07 8:56,24,8,37.6,127.1,37.59,127.05
222,8087,중형 승합,2022-05-07 오전 8:33:01,2022-05-07 오전 8:34:43,2022-05-07 오전 8:52:34,성북구,종암동,서초구,방배4동,2022/05/07 8:33,2022/05/07 8:52,19,8,37.59,127.03,37.49,126.99
224,5754,중형승합,2022-05-07 오전 8:34:00,2022-05-07 오전 8:35:40,2022-05-07 오전 8:46:46,영등포구,문래동,서초구,반포4동,2022/05/07 8:34,2022/05/07 8:46,12,8,37.51,126.89,37.5,127
225,9158,중형 승합,2022-05-07 오전 8:34:09,2022-05-07 오전 8:43:32,2022-05-07 오전 9:18:39,성북구,동선동,성북구,동선동,2022/05/07 8:34,2022/05/07 9:18,44,8,37.59,127.02,37.59,127.01
226,6074,중형 승합,2022-05-07 오전 8:34:31,2022-05-07 오전 8:42:47,2022-05-07 오전 9:02:54,광진구,자양제2동,종로구,교남동,2022/05/07 8:34,2022/05/07 9:02,28,8,37.53,127.08,37.57,126.96
227,8105,중형승합,2022-05-07 오전 8:35:00,2022-05-07 오전 8:40:44,2022-05-07 오전 8:51:05,강남구,수서동,서초구,서초1동,2022/05/07 8:35,2022/05/07 8:51,16,8,37.485,127.1,37.49,127.02
228,8167,중형 승합,2022-05-07 오전 8:35:00,2022-05-07 오전 8:35:59,2022-05-07 오전 9:00:50,강서구,화곡제4동,영등포구,여의동,2022/05/07 8:35,2022/05/07 9:00,25,8,37.53,126.86,37.52,126.92
229,8054,중형 승합,2022-05-07 오전 8:36:47,2022-05-07 오전 8:43:03,2022-05-07 오전 8:59:21,강서구,발산제1동,양천구,신정3동,2022/05/07 8:36,2022/05/07 8:59,23,8,37.55,126.83,37.51,126.84
230,7514,중형승합,2022-05-07 오전 8:38:00,2022-05-07 오전 8:40:09,2022-05-07 오전 8:55:19,노원구,월계3동,강북구,송중동,2022/05/07 8:38,2022/05/07 8:55,17,8,37.62,127.07,37.61,127.03
233,4874,중형 승합,2022-05-07 오전 8:40:00,2022-05-07 오전 8:41:41,2022-05-07 오전 9:19:09,구로구,오류제2동,영등포구,여의동,2022/05/07 8:40,2022/05/07 9:19,39,8,37.49,126.84,37.52,126.92
234,1557,중형 승합,2022-05-07 오전 8:40:37,2022-05-07 오전 8:49:34,2022-05-07 오전 9:13:10,용산구,이촌제1동,송파구,문정2동,2022/05/07 8:40,2022/05/07 9:13,33,8,37.52,126.97,37.48,127.12
235,5761,중형승합,2022-05-07 오전 8:41:00,2022-05-07 오전 8:42:58,2022-05-07 오전 9:01:26,송파구,마천2동,송파구,마천2동,2022/05/07 8:41,2022/05/07 9:01,20,8,37.49,127.15,37.49,127.15
236,3644,중형 승합,2022-05-07 오전 8:41:19,2022-05-07 오전 8:50:27,2022-05-07 오전 9:03:27,구로구,구로제2동,은평구,증산동,2022/05/07 8:41,2022/05/07 9:03,22,8,37.5,126.87,37.58,126.9
237,7651,중형승합,2022-05-07 오전 8:41:19,2022-05-07 오전 8:46:45,2022-05-07 오전 8:57:04,서대문구,홍제제1동,서대문구,신촌동,2022/05/07 8:41,2022/05/07 8:57,16,8,37.58,126.94,37.57,126.93
238,4174,중형승합,2022-05-07 오전 8:43:00,2022-05-07 오전 8:50:22,2022-05-07 오전 9:00:20,노원구,월계3동,도봉구,창제4동,2022/05/07 8:43,2022/05/07 9:00,17,8,37.62,127.07,37.65,127.05
239,7917,중형승합,2022-05-07 오전 8:43:00,2022-05-07 오전 8:51:47,2022-05-07 오전 9:06:36,노원구,상계1동,도봉구,방학제1동,2022/05/07 8:43,2022/05/07 9:06,23,8,37.68,127.05,37.66,127.04
240,8239,중형승합,2022-05-07 오전 8:43:18,2022-05-07 오전 8:45:57,2022-05-07 오전 9:05:12,중구,신당제5동,서초구,서초1동,2022/05/07 8:43,2022/05/07 9:05,22,8,37.56,127.02,37.49,127.02
241,3576,중형 승합,2022-05-07 오전 8:43:42,2022-05-07 오전 8:45:46,2022-05-07 오전 8:53:46,강남구,대치2동,서초구,방배3동,2022/05/07 8:43,2022/05/07 8:53,10,8,37.49,127.06,37.48,127
